	artist	lyrics
117	Car Seat Headrest	"Part I
Last night I drove to Harper's Ferry and I thought about you
There were signs on the road that warned me of stop signs
The speed limit kept decreasing by ten
As we entered a town about halfway there
It was almost raining at the train station
We put our hoods on our heads at the train station
We threw rocks into the river
The river underneath the train tracks
And when the train came it was so big and powerful
When it came into the little station
I wanted to put my arms around it
But the conductor looked at me funny
So we had to say goodbye and leave
The Monopoly board still in the backseat
Took that nightmare left turn to get out of town
Ran into the decreasing speed limits again
What should I do? (Eat breakfast)
What should I do? (Eat lunch)
What should I do? (Eat dinner)
What should I do? (Go to bed)
Where can I go? (Go to the store)
Where can I go? (Apply for jobs)
Where can I go? (Go to a friend's)
Where can I go? (Go to bed)
I wrote ""Beach Death"" when I thought you were taken
I wrote ""Beach Funeral"" when I knew you were taken
I wrote ""Beach Fagz""—well it wasn't about you
But it could've been, well no it couldn't have
I spent a week in Ocean City
And came back to find you were gone
I spent a week in Illinois
And came back to find you were still gone
I pretended I was drunk when I came out to my friends
I never came out to my friends
We were all on Skype
And I laughed and changed the subject
She said ""what's with this dog motif?""
I said ""do you have something against dogs?""
I am almost completely soulless
I am incapable of being human
I am incapable of being inhuman
I am living uncontrollably
It should be called antidepression
As a friend of mine suggested
Because it's not the sadness that hurts you
It's the brain's reaction against it
It's not enough to love the unreal
I am inseparable from the impossible
I want gravity to stop for me
My soul yearns for a fugitive from the laws of nature
I want a cut scene, I want a cut from your face to my face
I want a cut, I want the next related video
I don't want to go insane
I don't want to have schizophrenia
The ocean washed over your grave
The ocean washed over your grave

Part II
Last night I dreamed he was trying to kill you
I woke up and I was trying to kill you
It's been a year since we first met
I don't know if we're boyfriends yet
Do you have any crimes
That we can use to pass the time
I'm running out of drugs to try
We said we hated humans
We wanted to be humans
Get more groceries, get eaten
Get more groceries, get eaten
Get more groceries, get eaten
A book of Aubrey Beardsley art corrupted me in youth
Now I'm trapped inside my youth
And you're in love with late-stage youth
Thank god for the little things and, and
Fuck god that they're little things I am
Running out of prayers to sing and I
And pretty soon you'll find some nice young
Satanist with braces and one capital ""o"", significant Other
And you can take him home to your mother
And say ""ma, this is my brother""
We said we hated humans
We wanted to be humans
Get more groceries, get eaten
Get more groceries, get eaten
Get more groceries, get eaten
By the one you love
When they put their lips around you
You can feel their smile from the inside

Part III
Last night I dreamed he was trying to kill you
I woke up and I was trying to kill you
Your ears perked up, I perked up when your ears perked up
You were all looking around and I hoped it was for me
I hoped you were using your sonar systems for me
The ancients saw it coming
You can see that they tried to warn them
In the tales that they told their children
But they fell out of their heads in the morning
They said sex can be frightening
But the children were not listening
And the children cut out everything
Except for the kissing and the singing
When they finally found their home
At Walt Disney studios
And then everyone grew up
With their fundamental schemas fucked
But there are lots of fish left in the sea
There are lots of fish in business suits
That talk and walk on human feet
And visit doctors, have weak knees
Oh please let me join your cult
I'll paint my face in your colors
You have a real nice face
I had an early death
The ocean washed over your grave
The ocean washed open your grave
The ocean washed over your grave
The ocean washed open your grave
The ocean washed over your grave
(How's your face? How's your body?)
The ocean washed open your grave
The ocean washed over your grave
(We're too scared to do shit)
The ocean washed open your grave"
118	Maluma	"Letra de ""GPS"" ft. French Montana
Rudeboyz
Esto es una historia real, mi amor
Ily Wonder
Tú sabes que te estoy hablando a ti
Me ahogo en tus mares, mamacita

Hoy pienso que ella me ama
Porque amanezco en su cama
Van varias noche de eso
Creo que la matan mis besos
Siento que puedo nadar
Flotando entre sus piernas pongo dulce el mar
Siento que en sus aguas puedo navegar
Ya llegue a la orilla y no me voy a ahogar

Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6
Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6

Seis de la mañana, sé que tienes ganas
Pero me lo mama
Me lo mantiene contento
En su mente siempre hay malos pensamientos
Con un beso siempre me roba el aliento
Entre vinos y esposas, ella es peligrosa
En San Valentín pide latigo en vez de rosas
Ella es otra cosa, sabe que es virtuosa
No soy fotógrafo pero en mi cámara posa

Mándame una foto que motive
Que me vuelva loco y que me active
Déjame dártelo, yo quiero dártelo
Parte por parte, voy a secuestrarte, no me digas que no

Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6
Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6

Shawty, I'ma take you where there is no navigation
Pull up to the crib, there's a sticky situation
Know me, let you cuff her, got her on probation
Hit me when you miss me, I'ma come for visitation
Got up in her head now, silk sheets getting head now
And only when I'm just takin' off is when we layin' down
Colombia like tato, hit up Capo like I'm Chapo
Drinking Blue Dot out the bottle, out the case like Desperado
Need no GPS, mami, vamo' hacer el sex
Conmigo, shawty, no stress, do you right hasta las diez

Mándame una foto que motive
Que me vuelva loco y que me active
Déjame dártelo, yo quiero dártelo
Parte por parte, voy a secuestrarte, no me digas que no

Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6
Yo no necesito un GPS
Pa' llegarte siempre donde estés
Déjame contarte, yo no vine a amarte
Sólo vine a darte hasta las 6

Alright, alright baby
You know what it is
When you hear that
You know who it is
Maluma
Dirty boy, baby
Montana!
Maluma!"
119	Francisco Salas	"Ha pasado el tiempo
Ya no te veo y todo es calma por aquí
Fuimos parte de un juego
Que nunca tuvo final, un intento nada mas fuimos
Y si no vuelves hoy apostaría que es mejor
Cuesta tanto olvidar cuando se trata de ti
De nada nos sirvió interpretar
Se acelera el tiempo, lo intentamos atrapar
Y todo lo que supe esperar fue mentirle a mi alma
Un intento nada más
A pesar de todo
Lo bueno que hay en la simpleza de perder
Hay un circulo perfecto
Creo saber donde va justo donde ya no quiero estar
Y si no vuelvo yo apostaría que es mejor
Cuesta tanto olvidar cuando se trata de ti
De nada nos sirvió interpretar
Se acelera el tiempo, lo intentamos atrapar
Y todo lo que supe esperar
Fue mentirle a mi alma
Fue un intento nada más
Y si nos negamos esta vida
Seria negarnos libertad
No me digas mas
Que aun hay razón para dar
De nada nos sirvió interpretar
Se acelera el tiempo, lo intentamos atrapar
Y todo lo que supe esperar
Fue mentirle a mi alma
Fue intentarlo nada más"
120	Technicolor Fabrics	
121	Cevlade	
122	Adelaida	
123	Sonora 5 Estrellas	
124	Ojete Calor	
125	Mina DePop	
126	Willam	
127	La Terremoto De Alcorcon	
128	RuPaul	"Pick myself up, turn the world on its head
Don't forget what, don't forget what my momma said
People talking (ish), since the beginning of time
Unless they paying your bills, pay them bitches no mind

And If I fly or if I fall
Least I can say I gave it all
And If I fly or if I fall
I'm on my way, I'm on my way

Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Uh-oh
Now sissy that walk!

Better beware, ain't no tea ain't no shade
But at the same time, bitches better get out the way
I'm a femme queen, Mother of the House of No Shame
My pussy is on fire, now kiss the flame

And If I fly or if I fall
Least I can say, I gave it all
And If I fly or if I fall
I'm on my way, I'm on my way

Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh
Now sissy that walk!


And If I fly or if I fall
Least I can say, I gave it all
And If I fly or if I fall
I'm on my way, I'm on my way

Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh, uh-oh
Fly, fly, fly, fly
Uh-oh
Now sissy that walk!

Hello"
129	Supremme de Luxe	
130	Venus	"La noche se oculta ya
10 horas con tu verdad
Escucho quisiera huir
No dejas de presumir
No dudo que pienses
Que aqui la victima fui yo
No dices no inventes
No tuviste opcion
No yo nunca fui un juguete
Roto por tu amor
No me hagas recordarte
Quien te dijo adios
No tu no rompas mi silencio
Y la espada tu recuerdo
No vuelvas a decir que volvere a caer
La guerra la gane y te toco perder
No, ya me ves yo sigo ilesa
Sigo en pie sigo perfecta
Hoy vuelves a demostrar
Porque puse un final
Tu sigues con tu version
Te sirve de inspiracion
No quiero no sigo no hablo por no discutir
Lo siento confirmo mejor sin ti
No yo nunca fui un juguete roto por tu amor
No me hagas recordarte quien te dijo adios
No, tu no rompas mi silencio
Y la espada tu recuerdo
No vuelvas a decir que volvere a caer
La guerra la gane y te toco perder
No, ya me ves yo sigo ilesa
Sigo en pie sigo perfecta
(guitarra)
No yo nunca fui un juguete roto por tu amor
No me hagas recordarte quien te dijo adios
No, tu no rompas mi silencio
Y la espada tu recuerdo
No vuelvas a decir que volvere a caer
La guerra la gane y te toco perder
No, ya me ves yo sigo ilesa
Sigo en pie sigo perfecta"
131	Carmen La Hierbabuena	
132	Baccara	"Ooh here comes that man again
Something in the way he moves makes me sorry I'm a Lady
Hello stranger, you're a danger
To the law and order here
They don't like men like you in our city
You're too pretty, cool and witty
You are real bad company
I should have stayed away from you today
Hey, sorry I'm a Lady, sorry I'm a Lady
I would rather be, rather be
Just a little shady, just a little shady
Nothing dynamite, dynamite
Sorry I'm a Lady, sorry I'm a Lady
Have you got a light, got a light, for me tonight
Ah...
I need power, I need passion
Give me more than sympathy
I've got a lot to learn before tomorrow
Like a flower, want a shower
I want you to make me bloom
Those gentlemen in gray can here me say
Hey, sorry I'm a Lady, sorry I'm a Lady
I would rather be, rather be
Just a little shady, just a little shady
Nothing dynamite, dynamite
Sorry I'm a Lady, sorry I'm a Lady
Have you got a light, got a light, for me tonight
Ah...
You are a winner, I am a sinner
No excuse, no alibi
Temptation's won the game and you are to blame
Sorry I'm a Lady, sorry I'm a Lady
I would rather be, rather be
Just a little shady, just a little shady
Nothing dynamite, dynamite
Sorry I'm a Lady, sorry I'm a Lady
Have you got a light, got a light, for me tonight
Ah...
Sorry I'm a Lady, sorry I'm a Lady
I would rather be, rather be
Just a little shady, just a little shady
Nothing dynamite, dynamite
Sorry I'm a Lady, sorry I'm a Lady
Have you got a light, got a light, for me tonight
Ah...
Sorry I'm a Lady, sorry I'm a Lady
I would rather be, rather be
Just a little shady, just a little shady
Nothing dynamite, dynamite
Sorry I'm a Lady, sorry I'm a Lady
Have you got a light, got a light, for me tonight
Ah..."
133	Lara Sajen	
134	Lara Sajen	
135	Joe Crepúsculo	
136	Sonora 5 Estrellas	
137	Sonora Barón	
138	Juan Morelli	
139	Tomo Como Rey	"Paroles de la chanson Arriba de la Pelota :
Junto a los cabros del barrio
Todos los días, me ven así
Llevo en mi mano, a la más bella
Es una estrella, es mi botella
Peso a peso macheteamos
Rogando por unos moldacos
Que cambiamos por un copetito
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Con la resaca de día todas las nenas me hacen show
Por eso sigo borracho toda la noche hasta que salga el sol
Y al salir por la mañana nos vamos pa' la misma esquina
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota"
140	Tomo Como Rey	"Paroles de la chanson Arriba de la Pelota :
Junto a los cabros del barrio
Todos los días, me ven así
Llevo en mi mano, a la más bella
Es una estrella, es mi botella
Peso a peso macheteamos
Rogando por unos moldacos
Que cambiamos por un copetito
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Con la resaca de día todas las nenas me hacen show
Por eso sigo borracho toda la noche hasta que salga el sol
Y al salir por la mañana nos vamos pa' la misma esquina
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota"
141	Tomo Como Rey	"Paroles de la chanson Arriba de la Pelota :
Junto a los cabros del barrio
Todos los días, me ven así
Llevo en mi mano, a la más bella
Es una estrella, es mi botella
Peso a peso macheteamos
Rogando por unos moldacos
Que cambiamos por un copetito
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Con la resaca de día todas las nenas me hacen show
Por eso sigo borracho toda la noche hasta que salga el sol
Y al salir por la mañana nos vamos pa' la misma esquina
Por una promo, una bebida y vino tinto
(Coro)
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota
Y estamos arriba de la pelota (arriba, arriba)
Arriba de la pelota (pelota, pelota)
'tamos prendidos y se nota (se nota, se nota)
Arriba de la pelota"
142	Rey Puesto	
143	Franja De Gaza	
144	Becky G	
